gene	gc
ENSG00000187733.7	41.90
ENSG00000198890.9	45.07
ENSG00000162631.20	42.21
ENSG00000134215.16	43.88
ENSG00000085491.17	42.40
ENSG00000196427.14	47.91
ENSG00000186086.18	51.28
ENSG00000162636.16	39.85
ENSG00000162639.16	48.06
ENSG00000134186.12	39.34
ENSG00000143107.10	47.73
ENSG00000116266.11	34.84
ENSG00000162641.20	43.04
ENSG00000121957.15	39.87
ENSG00000121940.16	42.52
ENSG00000085433.16	42.32
ENSG00000197780.10	35.69
ENSG00000215717.7	39.88
ENSG00000179902.13	47.51
ENSG00000116299.17	50.60
ENSG00000031698.13	48.58
ENSG00000143126.8	61.48
ENSG00000134222.16	55.52
ENSG00000221986.7	54.18
ENSG00000134243.12	46.32
ENSG00000143106.13	38.63
ENSG00000143028.9	54.60
ENSG00000162650.17	57.93
ENSG00000174151.15	53.04
ENSG00000181754.7	52.29
ENSG00000156097.12	50.13
ENSG00000065135.12	38.14
ENSG00000134183.13	46.80
ENSG00000116337.20	56.74
ENSG00000168765.17	52.87
ENSG00000213366.13	47.02
ENSG00000134184.13	52.27
ENSG00000134201.12	52.12
ENSG00000134202.11	47.45
ENSG00000198758.11	57.98
ENSG00000184371.14	57.81
ENSG00000168710.18	48.04
ENSG00000143093.15	50.71
ENSG00000156150.9	60.32
ENSG00000186150.5	57.14
ENSG00000197106.7	58.17
ENSG00000116396.15	52.91
ENSG00000162775.17	52.46
ENSG00000168679.18	41.18
ENSG00000134248.14	47.49
ENSG00000143125.6	55.64
ENSG00000143105.7	50.33
ENSG00000177301.16	48.90
ENSG00000177272.9	56.91
ENSG00000143119.14	44.24
ENSG00000121931.16	37.81
ENSG00000156171.15	41.76
ENSG00000134255.14	36.89
ENSG00000162777.17	50.13
ENSG00000064886.14	46.68
ENSG00000134216.19	43.85
ENSG00000173947.14	41.68
ENSG00000085465.13	48.81
ENSG00000116455.14	48.49
ENSG00000116459.11	42.26
ENSG00000143110.12	41.29
ENSG00000121933.19	49.84
ENSG00000282608.2	45.90
ENSG00000116473.14	38.83
ENSG00000197852.12	53.79
ENSG00000064703.13	39.20
ENSG00000171385.10	48.65
ENSG00000143079.15	41.76
ENSG00000134245.18	45.72
ENSG00000007341.19	44.49
ENSG00000116489.13	37.00
ENSG00000155363.18	55.62
ENSG00000155366.17	60.69
ENSG00000271810.5	57.51
ENSG00000155367.15	62.60
ENSG00000184599.14	58.14
ENSG00000155380.13	44.01
ENSG00000198799.12	42.37
ENSG00000081026.19	43.65
ENSG00000116793.16	43.63
ENSG00000081019.13	39.01
ENSG00000134242.16	35.87
ENSG00000188761.13	40.53
ENSG00000134262.13	44.48
ENSG00000118655.7	47.67
ENSG00000163349.22	44.40
ENSG00000116774.12	52.64
ENSG00000134207.17	51.87
ENSG00000197323.12	38.73
ENSG00000116752.6	38.48
ENSG00000175984.15	42.56
ENSG00000116748.22	43.84
ENSG00000213281.5	37.42
ENSG00000009307.16	40.53
ENSG00000052723.12	37.41
ENSG00000198765.12	34.48
ENSG00000134200.4	40.15
ENSG00000134198.10	37.45
ENSG00000134259.6	49.73
ENSG00000173218.15	45.66
ENSG00000118729.12	44.05
ENSG00000177551.5	46.33
ENSG00000163393.13	41.48
ENSG00000173212.5	43.92
ENSG00000163399.16	48.65
ENSG00000116815.16	39.29
ENSG00000143061.18	53.04
ENSG00000116824.5	44.95
ENSG00000134247.10	51.91
ENSG00000134256.13	49.69
ENSG00000116830.12	43.76
ENSG00000134253.10	54.05
ENSG00000134258.17	45.16
ENSG00000198162.12	37.11
ENSG00000183508.5	43.97
ENSG00000196505.11	37.10
ENSG00000065183.16	39.88
ENSG00000155761.14	40.63
ENSG00000092607.15	50.71
ENSG00000116874.12	43.71
ENSG00000116882.15	47.58
ENSG00000203859.10	47.43
ENSG00000203857.10	46.75
ENSG00000143067.5	51.86
ENSG00000092621.13	51.79
ENSG00000134240.12	49.59
ENSG00000134193.15	46.37
ENSG00000134249.7	43.98
ENSG00000134250.20	44.76
ENSG00000265808.4	36.50
ENSG00000286106.1	57.43
ENSG00000273136.7	48.94
ENSG00000263353.3	46.52
ENSG00000198019.13	44.38
ENSG00000188610.12	43.98
ENSG00000171943.12	41.77
ENSG00000273213.4	48.87
ENSG00000263513.6	41.92
ENSG00000271567.1	45.61
ENSG00000266338.6	48.15
ENSG00000279782.2	45.61
ENSG00000196369.11	42.14
ENSG00000215784.6	41.97
ENSG00000256374.2	47.47
ENSG00000162825.16	48.27
ENSG00000117262.19	40.89
ENSG00000174827.14	44.72
ENSG00000117281.16	41.90
ENSG00000265491.5	41.82
ENSG00000186141.9	45.25
ENSG00000186364.12	56.00
ENSG00000131788.16	53.39
ENSG00000198483.13	58.94
ENSG00000143127.13	52.55
ENSG00000131779.11	49.07
ENSG00000265241.7	44.23
ENSG00000280778.1	51.78
ENSG00000271601.4	47.38
ENSG00000272031.3	58.24
ENSG00000121851.13	48.98
ENSG00000265972.6	42.95
ENSG00000168509.20	51.74
ENSG00000271425.9	48.55
ENSG00000264343.6	46.33
ENSG00000270339.3	46.67
ENSG00000268043.7	47.63
ENSG00000131791.8	41.36
ENSG00000131781.13	42.60
ENSG00000131778.19	46.80
ENSG00000116128.12	53.63
ENSG00000288626.1	57.97
ENSG00000162836.12	45.36
ENSG00000265107.3	50.46
ENSG00000121634.6	58.84
ENSG00000188092.15	39.76
ENSG00000263956.7	48.70
ENSG00000236334.3	46.09
ENSG00000270629.6	48.48
ENSG00000286019.1	57.22
ENSG00000177144.8	40.44
ENSG00000178104.19	45.68
ENSG00000269713.7	46.79
ENSG00000286219.1	40.97
ENSG00000286185.1	48.44
ENSG00000271383.8	47.34
ENSG00000263464.2	48.33
ENSG00000150337.14	46.77
ENSG00000203814.6	44.99
ENSG00000183598.4	64.39
ENSG00000270882.2	47.60
ENSG00000203811.1	61.23
ENSG00000203812.2	61.75
ENSG00000272196.2	61.70
ENSG00000203852.3	61.23
ENSG00000270276.2	47.69
ENSG00000184678.10	47.99
ENSG00000184260.6	58.30
ENSG00000184270.6	58.55
ENSG00000178096.9	58.32
ENSG00000159164.10	54.47
ENSG00000143368.10	54.87
ENSG00000014914.21	50.98
ENSG00000264522.6	45.90
ENSG00000136631.15	39.73
ENSG00000023902.14	54.38
ENSG00000143401.15	36.81
ENSG00000118298.12	50.00
ENSG00000117362.13	53.84
ENSG00000118292.9	50.39
ENSG00000159208.16	50.79
ENSG00000266472.6	49.00
ENSG00000117360.13	46.47
ENSG00000163125.16	44.37
ENSG00000143374.17	51.02
ENSG00000143369.15	55.65
ENSG00000143382.16	60.98
ENSG00000143384.14	45.48
ENSG00000143420.19	46.40
ENSG00000143457.11	41.39
ENSG00000143452.16	33.42
ENSG00000163131.12	40.49
ENSG00000143387.14	43.16
ENSG00000143437.21	45.38
ENSG00000283324.1	41.66
ENSG00000143379.12	47.93
ENSG00000143418.20	53.52
ENSG00000143412.10	54.64
ENSG00000143409.16	54.30
ENSG00000143363.17	48.45
ENSG00000163141.20	49.20
ENSG00000143443.10	51.51
ENSG00000197622.13	48.78
ENSG00000213190.4	43.05
ENSG00000143458.12	45.00
ENSG00000143434.16	63.28
ENSG00000163154.6	54.66
ENSG00000163156.12	49.39
ENSG00000163155.12	50.20
ENSG00000163157.15	50.73
ENSG00000163159.14	51.18
ENSG00000143398.20	46.96
ENSG00000159352.16	50.55
ENSG00000143373.18	57.91
ENSG00000143393.17	53.37
ENSG00000143390.18	49.92
ENSG00000143416.21	57.77
ENSG00000159377.11	47.58
ENSG00000143442.22	45.59
ENSG00000143375.15	54.25
ENSG00000143367.16	48.94
ENSG00000143376.14	41.24
ENSG00000159409.15	54.95
ENSG00000178796.13	52.90
ENSG00000143436.11	49.02
ENSG00000143450.19	47.05
ENSG00000182134.16	47.78
ENSG00000213171.3	59.15
ENSG00000143365.19	52.95
ENSG00000225556.1	68.53
ENSG00000196407.12	56.33
ENSG00000159445.13	44.49
ENSG00000197747.9	46.44
ENSG00000163191.6	52.54
ENSG00000182898.4	43.68
ENSG00000159450.12	56.01
ENSG00000215853.3	46.32
ENSG00000197915.7	54.61
ENSG00000143631.11	53.91
ENSG00000143520.6	47.30
ENSG00000143536.7	55.57
ENSG00000186207.5	54.65
ENSG00000169509.6	62.53
ENSG00000185966.4	57.51
ENSG00000163202.5	58.40
ENSG00000244057.5	56.93
ENSG00000187238.5	64.58
ENSG00000185962.1	64.81
ENSG00000187223.4	56.64
ENSG00000187180.3	56.84
ENSG00000159455.9	56.41
ENSG00000187173.4	58.59
ENSG00000187170.6	57.72
ENSG00000198854.5	55.01
ENSG00000203786.6	56.06
ENSG00000240386.4	57.71
ENSG00000186226.9	51.96
ENSG00000172155.10	64.35
ENSG00000197084.6	60.86
ENSG00000196734.9	48.59
ENSG00000186844.6	60.32
ENSG00000235942.3	53.12
ENSG00000285946.1	53.33
ENSG00000163206.6	48.96
ENSG00000163207.7	58.69
ENSG00000283227.1	58.51
ENSG00000184148.4	54.73
ENSG00000169474.4	61.85
ENSG00000163209.15	47.54
ENSG00000169469.9	52.67
ENSG00000163216.7	49.81
ENSG00000241794.2	52.14
ENSG00000196805.7	51.38
ENSG00000203785.9	49.52
ENSG00000244094.2	52.74
ENSG00000159516.9	50.76
ENSG00000203784.3	54.10
ENSG00000203783.5	47.87
ENSG00000203782.6	69.00
ENSG00000159527.4	53.84
ENSG00000163218.15	53.37
ENSG00000163220.11	55.67
ENSG00000163221.9	46.19
ENSG00000143546.10	52.53
ENSG00000184330.12	46.41
ENSG00000197364.7	44.84
ENSG00000143556.9	50.00
ENSG00000197956.10	60.76
ENSG00000196420.7	52.68
ENSG00000196154.12	54.55
ENSG00000188015.10	58.38
ENSG00000196754.13	55.05
ENSG00000188643.11	58.08
ENSG00000189334.9	53.64
ENSG00000189171.15	54.74
ENSG00000160678.12	58.42
ENSG00000160679.13	43.89
ENSG00000143553.11	52.01
ENSG00000143621.17	45.56
ENSG00000169418.10	59.85
ENSG00000143624.14	50.07
ENSG00000143554.14	59.52
ENSG00000143614.10	47.98
ENSG00000198837.10	60.68
ENSG00000160741.17	58.27
ENSG00000143570.19	58.00
ENSG00000285779.1	56.59
ENSG00000143578.16	53.76
ENSG00000143543.15	54.05
ENSG00000285641.1	57.85
ENSG00000143545.10	49.87
ENSG00000177954.14	48.83
ENSG00000143552.9	44.90
ENSG00000143549.21	44.36
ENSG00000163263.7	45.10
ENSG00000143612.21	48.01
ENSG00000143569.19	48.53
ENSG00000143575.15	51.32
ENSG00000143595.13	56.72
ENSG00000143515.19	53.71
ENSG00000160712.13	51.56
ENSG00000169291.10	46.80
ENSG00000163239.12	57.76
ENSG00000160714.10	52.27
ENSG00000160716.6	57.21
ENSG00000160710.18	49.93
ENSG00000143603.19	44.84
ENSG00000163344.6	58.98
ENSG00000163346.17	57.86
ENSG00000163348.4	57.48
ENSG00000160691.19	56.24
ENSG00000173207.13	44.32
ENSG00000160688.19	53.45
ENSG00000163352.5	54.66
ENSG00000160685.13	62.56
ENSG00000163354.15	57.96
ENSG00000163357.11	56.47
ENSG00000143537.14	62.29
ENSG00000243364.8	58.15
ENSG00000251246.1	63.92
ENSG00000143590.14	61.83
ENSG00000169242.12	55.43
ENSG00000169241.19	55.00
ENSG00000179085.8	61.58
ENSG00000163463.13	51.10
ENSG00000273088.2	57.37
ENSG00000163462.18	60.86
ENSG00000185499.16	69.68
ENSG00000169231.13	56.89
ENSG00000173171.15	58.41
ENSG00000177628.16	55.62
ENSG00000160767.21	60.99
ENSG00000116521.11	56.27
ENSG00000176444.19	55.58
ENSG00000143630.10	57.96
ENSG00000143627.19	56.94
ENSG00000160752.15	54.98
ENSG00000160753.16	61.65
ENSG00000116539.14	44.65
ENSG00000125459.17	53.24
ENSG00000163374.20	51.13
ENSG00000132676.16	46.16
ENSG00000116580.19	47.39
ENSG00000132718.9	46.20
ENSG00000143622.11	39.90
ENSG00000132680.11	43.48
ENSG00000173080.6	60.14
ENSG00000116584.20	56.12
ENSG00000163479.14	47.42
ENSG00000160803.8	55.84
ENSG00000116586.12	55.13
ENSG00000132698.15	56.84
ENSG00000254726.3	54.70
ENSG00000160789.24	58.83
ENSG00000196189.13	56.31
ENSG00000160785.14	50.51
ENSG00000260238.6	58.29
ENSG00000160783.19	53.06
ENSG00000242252.2	63.17
ENSG00000160781.17	61.28
ENSG00000198952.8	57.37
ENSG00000163472.19	59.40
ENSG00000198715.13	53.93
ENSG00000189030.10	53.80
ENSG00000163468.15	46.74
ENSG00000163467.12	50.85
ENSG00000132677.13	57.15
ENSG00000116604.18	56.92
ENSG00000183856.11	54.79
ENSG00000187862.13	55.42
ENSG00000163382.13	50.17
ENSG00000160818.17	49.21
ENSG00000132702.13	65.38
ENSG00000132692.19	60.67
ENSG00000132688.11	59.30
ENSG00000143320.9	55.08
ENSG00000143319.17	50.35
ENSG00000143303.12	57.65
ENSG00000143314.12	53.98
ENSG00000143321.19	56.70
ENSG00000143294.15	51.90
ENSG00000027869.12	59.09
ENSG00000198400.13	60.00
ENSG00000027644.5	61.25
ENSG00000187800.14	59.78
ENSG00000160838.14	59.38
ENSG00000132694.19	54.08
ENSG00000253831.3	57.71
ENSG00000117036.12	44.03
ENSG00000143297.19	44.36
ENSG00000163518.11	42.97
ENSG00000160856.21	45.13
ENSG00000132704.16	43.69
ENSG00000163534.15	45.44
ENSG00000073754.6	48.93
ENSG00000183853.18	53.32
ENSG00000288460.1	44.14
ENSG00000158473.8	48.50
ENSG00000158477.7	47.48
ENSG00000158481.13	41.32
ENSG00000158485.11	45.88
ENSG00000158488.16	46.44
ENSG00000186306.1	47.62
ENSG00000180708.6	40.89
ENSG00000173285.5	41.03
ENSG00000198965.5	42.62
ENSG00000197532.3	39.31
ENSG00000186440.3	40.06
ENSG00000279111.2	44.34
ENSG00000198967.5	39.44
ENSG00000163554.15	45.48
ENSG00000196171.3	45.23
ENSG00000203757.2	42.08
ENSG00000197403.5	40.46
ENSG00000180433.6	45.65
ENSG00000188340.3	37.31
ENSG00000163563.8	37.78
ENSG00000163564.15	39.61
ENSG00000163565.19	39.76
ENSG00000163568.15	42.58
ENSG00000162706.13	57.29
ENSG00000213088.12	56.46
ENSG00000179639.10	41.72
ENSG00000196184.10	42.79
ENSG00000184155.8	43.87
ENSG00000132703.4	45.95
ENSG00000132693.12	49.13
ENSG00000158716.9	64.69
ENSG00000181036.14	54.09
ENSG00000158714.11	51.48
ENSG00000256029.6	50.64
ENSG00000243284.1	64.41
ENSG00000213085.10	52.42
ENSG00000158710.15	57.21
ENSG00000085552.17	59.54
ENSG00000162723.10	53.56
ENSG00000177807.10	46.77
ENSG00000143315.8	39.87
ENSG00000162728.5	58.40
ENSG00000162729.14	64.04
ENSG00000018625.15	53.33
ENSG00000132681.17	51.44
ENSG00000143318.13	50.58
ENSG00000162734.13	51.79
ENSG00000132716.19	48.40
ENSG00000258465.8	52.12
ENSG00000162735.19	45.88
ENSG00000122218.16	44.22
ENSG00000162736.17	49.33
ENSG00000171786.6	55.89
ENSG00000162738.6	53.66
ENSG00000162739.14	43.48
ENSG00000066294.15	43.62
ENSG00000117090.15	45.51
ENSG00000117091.10	44.74
ENSG00000026751.17	46.04
ENSG00000122224.18	47.86
ENSG00000122223.13	49.01
ENSG00000179914.5	52.35
ENSG00000158764.7	53.77
ENSG00000158769.18	47.80
ENSG00000270149.5	52.32
ENSG00000215845.11	58.90
ENSG00000158773.14	52.78
ENSG00000186517.14	56.91
ENSG00000143217.9	55.49
ENSG00000162755.14	57.67
ENSG00000143256.5	50.89
ENSG00000158793.14	51.37
ENSG00000158796.17	51.12
ENSG00000143222.12	47.95
ENSG00000143258.16	54.68
ENSG00000143224.18	56.70
ENSG00000158850.15	56.30
ENSG00000158859.10	51.48
ENSG00000158864.13	49.17
ENSG00000158869.11	49.07
ENSG00000158874.11	54.29
ENSG00000158882.15	53.36
ENSG00000143257.12	51.40
ENSG00000248485.2	51.92
ENSG00000158887.19	56.42
ENSG00000143252.16	49.79
ENSG00000188931.4	47.80
ENSG00000143226.15	46.72
ENSG00000173110.8	58.64
ENSG00000203747.12	46.53
ENSG00000162747.12	47.11
ENSG00000072694.21	48.88
ENSG00000132185.18	48.37
ENSG00000162746.14	58.56
ENSG00000081721.12	45.69
ENSG00000118217.7	40.77
ENSG00000162745.11	55.71
ENSG00000198929.13	52.33
ENSG00000254706.3	60.97
ENSG00000171722.13	52.76
ENSG00000239887.6	54.56
ENSG00000198574.6	41.29
ENSG00000152332.16	37.45
ENSG00000117143.13	42.71
ENSG00000162733.19	41.84
ENSG00000132196.16	40.93
ENSG00000185860.13	43.54
ENSG00000117152.14	40.47
ENSG00000143248.13	37.12
ENSG00000143228.13	37.24
ENSG00000185630.19	41.82
ENSG00000162761.14	52.57
ENSG00000143171.13	52.51
ENSG00000162763.4	52.92
ENSG00000143198.13	44.70
ENSG00000143149.12	46.74
ENSG00000143183.18	40.80
ENSG00000143179.16	49.71
ENSG00000188859.7	51.98
ENSG00000143157.12	46.13
ENSG00000152382.6	38.97
ENSG00000143195.13	43.30
ENSG00000143194.13	45.01
ENSG00000143167.12	53.33
ENSG00000198842.10	55.99
ENSG00000143190.23	41.56
ENSG00000198821.11	56.49
ENSG00000143162.9	45.74
ENSG00000198771.11	47.69
ENSG00000197965.12	44.46
ENSG00000143199.18	44.29
ENSG00000143158.11	46.36
ENSG00000143164.15	43.96
ENSG00000143147.15	51.32
ENSG00000143155.13	37.57
ENSG00000213064.10	42.04
ENSG00000143178.13	48.98
ENSG00000143185.4	45.73
ENSG00000143184.5	39.04
ENSG00000143196.5	49.74
ENSG00000143153.13	46.70
ENSG00000143156.14	36.10
ENSG00000117475.14	38.01
ENSG00000117477.12	39.31
ENSG00000117479.15	39.51
ENSG00000198734.12	43.13
ENSG00000174175.17	48.45
ENSG00000000460.17	42.98
ENSG00000188404.10	42.37
ENSG00000007908.16	42.19
ENSG00000171806.12	39.87
ENSG00000000457.14	41.38
ENSG00000075945.13	39.63
ENSG00000203740.4	41.73
ENSG00000120370.13	36.11
ENSG00000116132.12	39.55
ENSG00000117501.15	39.41
ENSG00000007933.13	43.15
ENSG00000094963.14	37.27
ENSG00000010932.17	42.45
ENSG00000076258.10	40.20
ENSG00000117523.17	42.84
ENSG00000283683.1	46.35
ENSG00000034971.17	51.81
ENSG00000117533.15	34.02
ENSG00000010165.20	49.83
ENSG00000197959.14	38.69
ENSG00000135845.10	41.01
ENSG00000180999.11	43.11
ENSG00000094975.14	38.12
ENSG00000117560.8	46.93
ENSG00000120337.10	37.76
ENSG00000117586.11	40.30
ENSG00000117592.9	42.71
ENSG00000162753.13	34.61
ENSG00000285777.1	39.14
ENSG00000183831.7	40.15
ENSG00000232113.3	34.98
ENSG00000076321.11	41.56
ENSG00000120334.16	43.70
ENSG00000117593.12	40.27
ENSG00000185278.15	39.57
ENSG00000117601.15	48.87
ENSG00000135870.12	38.66
ENSG00000152061.24	39.92
ENSG00000203737.5	42.73
ENSG00000116161.18	43.20
ENSG00000120333.4	40.82
ENSG00000120332.16	56.09
ENSG00000235750.10	47.39
ENSG00000116147.17	48.27
ENSG00000143207.21	45.68
ENSG00000116183.11	47.71
ENSG00000152092.16	50.61
ENSG00000198797.7	54.65
ENSG00000120341.18	48.15
ENSG00000075391.17	42.76
ENSG00000188585.9	58.37
ENSG00000240021.10	51.41
ENSG00000116191.18	36.40
ENSG00000116194.13	36.41
ENSG00000116199.12	44.23
ENSG00000186283.14	54.25
ENSG00000143322.21	44.31
ENSG00000057252.13	39.87
ENSG00000162779.22	43.19
ENSG00000116218.13	51.71
ENSG00000162782.16	45.31
ENSG00000143340.6	58.34
ENSG00000169905.13	40.24
ENSG00000143337.19	45.38
ENSG00000135837.16	41.03
ENSG00000116260.17	54.65
ENSG00000121454.6	48.91
ENSG00000230124.8	51.73
ENSG00000143324.14	39.56
ENSG00000135835.12	58.52
ENSG00000135823.14	43.65
ENSG00000153029.16	45.07
ENSG00000162783.11	49.77
ENSG00000198216.12	49.24
ENSG00000179930.6	52.73
ENSG00000135821.19	47.09
ENSG00000203730.3	45.67
ENSG00000121446.20	44.72
ENSG00000135828.11	43.18
ENSG00000143333.7	53.16
ENSG00000135824.12	49.99
ENSG00000135838.14	44.00
ENSG00000135829.17	42.47
ENSG00000157060.16	48.29
ENSG00000135862.6	48.16
ENSG00000058085.15	49.73
ENSG00000157064.11	48.70
ENSG00000116698.21	46.46
ENSG00000116701.15	48.99
ENSG00000162704.16	38.19
ENSG00000143344.16	47.55
ENSG00000173627.8	39.07
ENSG00000198756.12	48.21
ENSG00000198860.14	40.64
ENSG00000116667.15	44.63
ENSG00000116406.19	38.00
ENSG00000135842.17	44.73
ENSG00000121481.11	37.99
ENSG00000121486.12	38.10
ENSG00000116668.13	39.53
ENSG00000116679.16	37.95
ENSG00000143341.12	44.42
ENSG00000116690.13	46.11
ENSG00000047410.14	39.48
ENSG00000157181.16	36.46
ENSG00000116703.14	35.76
ENSG00000073756.13	36.83
ENSG00000116711.10	39.04
ENSG00000162670.11	44.68
ENSG00000150681.10	32.31
ENSG00000253148.1	32.05
ENSG00000090104.12	34.05
ENSG00000127074.15	34.53
ENSG00000231767.4	43.30
ENSG00000116741.8	40.90
ENSG00000116750.14	37.34
ENSG00000116747.13	35.82
ENSG00000023572.10	36.59
ENSG00000134371.14	36.47
ENSG00000162630.6	35.20
ENSG00000162687.19	37.92
ENSG00000000971.16	36.07
ENSG00000116785.14	33.89
ENSG00000244414.7	37.97
ENSG00000134365.13	35.99
ENSG00000080910.13	38.73
ENSG00000134389.10	38.13
ENSG00000143278.5	35.22
ENSG00000066279.19	36.44
ENSG00000177888.8	33.03
ENSG00000134376.17	38.74
ENSG00000213047.13	34.83
ENSG00000203724.11	51.59
ENSG00000143355.16	40.95
ENSG00000151414.15	34.38
ENSG00000151418.12	39.23
ENSG00000081237.20	36.69
ENSG00000116833.14	42.25
ENSG00000162702.8	41.86
ENSG00000118193.12	38.28
ENSG00000118197.14	42.88
ENSG00000118200.14	38.05
ENSG00000170128.5	72.95
ENSG00000163362.11	59.22
ENSG00000116852.15	57.62
ENSG00000081248.12	55.85
ENSG00000232237.4	66.40
ENSG00000116857.17	56.39
ENSG00000163395.17	56.81
ENSG00000081277.13	55.22
ENSG00000118194.20	54.02
ENSG00000159166.15	58.60
ENSG00000159173.19	54.31
ENSG00000174307.7	58.28
ENSG00000159176.14	51.12
ENSG00000134369.15	49.63
ENSG00000198700.10	46.16
ENSG00000198892.7	63.16
ENSG00000163431.13	55.00
ENSG00000134375.11	41.18
ENSG00000176393.11	54.24
ENSG00000163435.16	54.41
ENSG00000170075.10	57.33
ENSG00000143862.8	57.06
ENSG00000143851.15	56.55
ENSG00000133067.18	59.57
ENSG00000077152.11	40.44
ENSG00000077157.22	46.69
ENSG00000143858.12	52.34
ENSG00000117139.18	41.43
ENSG00000183155.5	44.08
ENSG00000117153.16	46.35
ENSG00000159346.13	47.61
ENSG00000159348.13	48.92
ENSG00000163444.12	45.89
ENSG00000143847.15	58.38
ENSG00000122180.5	57.73
ENSG00000163485.17	59.91
ENSG00000133055.9	61.33
ENSG00000133048.13	55.13
ENSG00000133063.16	51.99
ENSG00000159388.6	50.63
ENSG00000122176.12	53.20
ENSG00000188783.6	53.94
ENSG00000188770.10	57.39
ENSG00000058668.15	46.50
ENSG00000122188.13	47.39
ENSG00000058673.17	39.01
ENSG00000257315.3	40.09
ENSG00000288644.1	41.41
ENSG00000182004.13	42.50
ENSG00000143842.15	56.93
ENSG00000143845.15	58.34
ENSG00000143839.15	54.20
ENSG00000170498.9	65.69
ENSG00000174567.8	56.75
ENSG00000143850.16	55.80
ENSG00000158615.9	43.45
ENSG00000133056.14	54.52
ENSG00000198625.13	41.96
ENSG00000170382.12	58.11
ENSG00000163531.17	53.42
ENSG00000184144.12	54.33
ENSG00000174529.7	47.52
ENSG00000117222.14	43.76
ENSG00000133059.17	47.07
ENSG00000133069.17	58.98
ENSG00000163545.11	57.03
ENSG00000162873.15	58.05
ENSG00000186007.10	47.84
ENSG00000281406.2	54.21
ENSG00000117266.16	60.26
ENSG00000174514.13	49.38
ENSG00000158711.14	39.13
ENSG00000158715.6	58.66
ENSG00000069275.13	38.66
ENSG00000117280.13	47.05
ENSG00000133065.11	52.45
ENSG00000162877.13	49.41
ENSG00000174502.19	53.27
ENSG00000276600.5	52.66
ENSG00000196188.12	48.82
ENSG00000263961.8	48.23
ENSG00000198049.7	53.81
ENSG00000196550.11	46.00
ENSG00000266028.8	49.77
ENSG00000263528.8	58.24
ENSG00000266094.8	54.29
ENSG00000143486.16	45.95
ENSG00000143479.18	44.89
ENSG00000162889.11	58.91
ENSG00000136634.7	47.40
ENSG00000142224.17	46.22
ENSG00000162891.11	40.91
ENSG00000162892.16	47.40
ENSG00000162894.12	50.83
ENSG00000162896.6	53.84
ENSG00000162897.16	52.87
ENSG00000182795.13	51.52
ENSG00000123836.15	43.22
ENSG00000180667.11	37.30
ENSG00000123843.13	44.86
ENSG00000123838.11	43.24
ENSG00000196352.16	39.88
ENSG00000117322.18	46.57
ENSG00000203710.12	45.28
ENSG00000197721.17	49.35
ENSG00000117335.20	37.11
ENSG00000174059.17	46.55
ENSG00000076356.7	53.92
ENSG00000008118.10	51.80
ENSG00000196878.15	58.73
ENSG00000123689.6	57.08
ENSG00000117594.10	43.06
ENSG00000009790.15	44.80
ENSG00000162757.4	44.64
ENSG00000117595.12	47.27
ENSG00000117597.18	43.85
ENSG00000143469.20	34.97
ENSG00000082497.12	40.18
ENSG00000054392.13	44.82
ENSG00000143473.13	47.98
ENSG00000284299.1	42.84
ENSG00000283952.1	43.47
ENSG00000117625.14	39.05
ENSG00000082512.15	42.76
ENSG00000198570.7	52.04
ENSG00000170385.10	40.69
ENSG00000117650.13	41.32
ENSG00000123684.13	40.30
ENSG00000143493.13	41.25
ENSG00000143476.18	41.58
ENSG00000066027.12	45.97
ENSG00000065600.13	47.41
ENSG00000117691.10	54.98
ENSG00000162772.17	50.25
ENSG00000162771.8	55.43
ENSG00000123685.9	47.96
ENSG00000117697.15	40.69
ENSG00000203705.11	39.13
ENSG00000185523.6	40.51
ENSG00000162769.13	42.31
ENSG00000143494.16	46.32
ENSG00000174606.14	38.91
ENSG00000136643.12	41.06
ENSG00000117707.16	41.29
ENSG00000143499.14	48.09
ENSG00000152104.12	45.87
ENSG00000117724.13	40.21
ENSG00000082482.14	45.92
